isbn;title;author
0553296124;Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1);Timothy Zahn
0345413350;The Golden Compass (His Dark Materials, Book 1);PHILIP PULLMAN
0380701340;Creed for the Third Millennium;Colleen McCullough
0373260474;Murder Of Muriel Lake;Shannon O'Cork
1588515281;Heir to Betrayal;Larry Kirk
0679450041;"The Amazing Adventures of Kavalier &amp; Clay: A Novel";Michael Chabon
0241130522;Scarfe Land;Gerald Scarfe
0413722309;The If... Files;Steve Bell
0413725405;Bell's Eye: A History of the Twentieth Century in Rude Words and Pictures;Steve Bell
1853830852;Turn over a New Leaf: Green Cartoons for Care;Mark Bryant
0859533565;War and Peace;Toni Goffe
0413624501;The True Confessions of Adrian Albert Mole, Margaret Hilda Roberts and Susan Lilian Townsend;Sue Townsend
1857141296;Dinosaur Roar!: Board Book;Henrietta Stickland
0745321992;Regime Unchanged;Milan Rai
1860466095;Rings of Saturn;W G Sebald
0140350748;The Jungle Book (Puffin Classics);Rudyard Kipling
1853912352;Desserts (Merehurst Cookery);Mandy Wagstaff
0201050714;The Continuum Concept: In Search of Happiness Lost (Classics in Human Development);Jean Liedloff
0802116175;Great Apes;Will Self
0140185011;Travels With My Aunt (Twentieth Century Classics);Graham Greene
0140298363;Mr Phillips;John Lanchester
0451146425;Lie Down With Lions;Ken Follett
0877738513;Art of Peace (Shambhala Pocket Classics);JOHN STEVENS
0380817446;The Legend of Bagger Vance;Steven Pressfield
0440862809;Teenage Mutant Ninja Turtles: Lean, Green and on the Screen;B.B. Hillier
0571197272;Birds of America;Lorrie Moore
0345300203;The Outside Man;Richard North Patterson
0451167309;Paper Money;Ken Follett
0440154731;Jailbird;Kurt Vonnegut
0553579835;The Matarese Countdown;Robert Ludlum
0449224775;The Scarlet Ruse;John D. MacDonald
0345379330;Mostly Harmless (Hitchhiker's Trilogy, No 5);Douglas Adams
1576737330;The Prayer of Jabez: Breaking Through to the Blessed Life;Bruce Wilkinson
0590371258;Out of the Dust (Apple Signature Edition);Karen Hesse
1573227226;Lambs of God;Marlene Day
0670871753;The Listmaker;Robin Klein
0151446474;The Name of the Rose;Umberto Eco
0670813028;It;Stephen King
0810922975;How to Visit a Museum;David Finn
0761520937;Homeschooling: The Teen Years : Your Complete Guide to Successfully Homeschooling the 13- To 18-Year Old (Prima Home Learning Library);Cafi Cohen
0785281754;The Successful Homeschool Family Handbook;Raymond S. Moore
0345405730;Dreamers, Discoverers and Dynamos : How to Help the Child Who Is Bright, Bored and Having Problems in School;Lucy Jo Palladino
0451197410;How Stella Got Her Groove Back;Terry McMillan
0761522557;Homeschoolers' Success Stories : 15 Adults and 12 Young People Share the Impact That Homeschooling Has Made on Their Lives;Linda Dobson
0316601950;The Pilot's Wife : A Novel;Anita Shreve
0399151516;Reckless Abandon;Stuart Woods
0399151435;A Death in Vienna;Daniel Silva
0451210220;The First Law;John T. Lescroart
0399148515;The English Assassin;Daniel Silva
0886777771;River of Blue Fire (Otherland, Volume 2);Tad Williams
0445406518;Crocodile on the Sandbank;Elizabeth Peters
0671697978;MONSTERS AND MAGICIANS (Stairway to Forever, Bk 2);Robert Adams
0441317480;Hard Sell;Piers Anthony
0345405625;The Great War: Walk in Hell;Harry Turtledove
0345406141;How Few Remain;Harry Turtledove
0061006629;Fatherland;Robert Harris
0553563696;The Hands of Chaos : A Death Gate Novel, Volume 5 (Death Gate Cycle (Paperback));MARGARET WEIS
0345431618;The Man Who Fell to Earth (Del Rey Impact);WALTER TEVIS
0553567713;Into the Labyrinth (Death Gate Cycle (Paperback));MARGARET WEIS
0553286390;Dragon Wing (The Death Gate Cycle, Book 1);Margaret Weis
0345301293;Blade Runner;Philip K. Dick
0345382412;In the Balance (Worldwar Series, Volume 1);Harry Turtledove
0345389972;Tilting the Balance (Worldwar Series, Volume 2);Harry Turtledove
0345402219;Upsetting the Balance (Worldwar Series, Volume 3);Harry Turtledove
0345405501;Striking the Balance (Worldwar Series, Volume 4);Harry Turtledove
0671654349;STAIRWAY TO FOREVE;Robert Adams
0671832174;BK DUN COW;Walter Wangerin
0881845531;The Zap Gun;Philip K. Dick
076534128X;Rebekah (Women of Genesis);Orson Scott Card
0441662382;Phthor;Piers Anthony
0345384687;The Guns of the South: A Novel of the Civil War;Harry Turtledove
0345353749;A Town Like Alice;Nevil Shute
1586481843;Franklin Delano Roosevelt: Champion of Freedom;Conrad Black
088184389X;Dr. Bloodmoney;Philip K. Dick
0460872583;The Island of Doctor Moreau (Everyman Paperback Classics);Brian Aldiss
0385333498;The Sirens of Titan;Kurt Vonnegut
0425043231;Man in a High Castle;Philip K. Dick
0345313151;Bearing an Hourglass (Incarnations of Immortality (Paperback));Piers Anthony
0345314255;Sword of Shannara;Terry Brooks
0345305183;On a Pale Horse;Piers Anthony
0380004933;Man Who Fell to Earth;Walter Tevis
0451132343;Firestarter;Stephen King
0345279255;Castle Roogna;Piers Anthony
0451131312;Night Shift/Children of Corn;Stephen King
0345272846;The Source of Magic;Anthony
0786884460;The Ice Master : The Doomed 1913 Voyage of the Karluk;Jennifer Niven
0061031429;The Vendetta Defense;Lisa Scottoline
8466601856;Pandemonium;Christopher Fowler
8440691491;El Testamento;John Grisham
0060977337;Downsize This! Random Threats from an Unarmed American;Michael Moore
0446693790;Dude, Where's My Country?;Michael Moore
0553380168;A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition;STEPHEN HAWKING
0140285008;The Penguin Book of Twentieth Century Speeches;Brian Macarthur
067104155X;Diablo #1: Legacy of Blood;Richard A. Knaak
006098726X;Stupid White Men : ...And Other Sorry Excuses for the State of the Nation!;Michael Moore
068483569X;The Commanding Heights : The Battle for the World Economy;Daniel Yergin
0380701006;Inside-Outside Book of New York City;Herman Wouk
0671504398;Les Miserables (Enriched Classics);Victor Hugo
0451522303;Animal Farm;George Orwell
0441005152;Scales of Justice (Return of the Dragon Fanuilh);Daniel Hood
3518366750;Der Steppenwolf;Hermann Hesse
3453172337;Das Schwarze Auge 50. Gassengeschichten. FÃ?Â¼nfzigster Band aus der aventurischen Spielewelt.;Ulrich Kiesow
3404136012;Wintermond. Unheimlicher Roman.;Dean Koontz
3453131169;FlÃ?Â¼stern in der Nacht.;Dean Koontz
3453092007;Die zweite Haut.;Dean Koontz
0553582925;Tick Tock;Dean R. Koontz
0441008763;The Coming;Joe Haldeman
0812545249;The Chronoliths;Robert Charles Wilson
0446606715;A Second Chance at Eden;Peter F. Hamilton
0553572423;The Fist of God;Frederick Forsyth
0373320132;Lord/Hi Cliff Manor (Gothic Romances);Irene M. Pascoe
0803728492;Gossip Times Three;Amy Goldman Koss
0525941673;Cavedweller;Dorothy Allison
0812522400;Lord of the Isles (Lord of the Isles);David Drake
0553102044;Jane and the Wandering Eye: Being the Third Jane Austen Mystery (Jane Austen Mystery/Stephanie Barron, 3);Stephanie Barron
156718359X;"Hypnosis for Beginners: Reach New Levels of Awareness &amp; Achievement (Llewellyn's Beginners Series)";William W. Hewitt
0671722948;TWELFTH NIGHT;William Shakespeare
0140191550;Shamanism: Archaic techniques of ecstasy;Mircea Eliade
0140009930;Day of the Triffids;John Wyndham
014027944X;Armadillo;William Boyd
0140051627;The Trials of Rumpole;John Mortimer
0713910372;The Penguin Dictionary of Quotations;J.M. Cohen
0140510494;The Penguin Dictionary of Geology (Penguin Reference Books);D. G. A. Whitten
0140510028;Dictionary of Geography (Reference Books);Wilfred George Moore
0140442073;"\The Twilight of the Idols (Classics S.)""";Friedrich Nietzsche
0575075546;The Soddit : or, Cashing in Again (Gollancz SF S.);A.R.R.R. Roberts
0091816874;Sugar Busters! (Sugar Busters!);Leighton Stewart
0330020706;Town Like Alice;Nevil Shute
0851123554;The Guinness book of aircraft: Records facts and feats;David Mondey
0743220633;Sun Dog;Monique Roffey
1903402913;Gangbuster;Peter Blexley
1856053318;The Prophecies;Nostradamus
0752521454;Patios, Pots and Window Box;Parragon
0696204800;Better Homes and Gardens 501 Quilt Blocks: A Treasury of Patterns for Patchwork and Applique;Better Homes and Gardens
027300235X;Boxes (Collecting for tomorrow);Brian Cole
0877540950;Decorative Printed Tins;D. Griffith
0751514853;Supping with Panthers;Tom Holland
3404143205;Mission Sphinx.;Glenn Meade
345386980X;Der Richter.;John Grisham
3629002013;Ein gutes Jahr.;Albert Bichler
0877147728;My Last Remains;Jill Remains
0674955218;Women on the Margins: Three Seventeenth-Century Lives;Natalie Zemon Davis
0452283930;Gossip Hound;Wendy Holden
0553382225;The Big Bad Wolf Tells All;DONNA KAUFFMAN
1573227331;About a Boy;Nick Hornby
0679767959;Heartburn;Nora Ephron
0451526767;Twelfth Night, Or, What You Will: With New and Updated Critical Essays and a Revised Bibliography (The Signet Classic Shakespeare);William Shakespeare
0596001932;The Root of All Evil;Illiad
156592861X;Evil Geniuses in a Nutshell;Illiad
1565926730;User Friendly;Illiad
080411918X;A Patchwork Planet;ANNE TYLER
0060171405;The Power of Beauty;Nancy Friday
0553293176;Dangerous;Amanda Quick
0316812471;Revolution from Within : A Book of Self-Esteem;Gloria Steinem
0440222915;Outlander;DIANA GABALDON
1551668653;Getting Rid Of Bradley;Jennifer Crusie
038079960X;The Mermaids Singing;Lisa Carey
0440237300;Three Weeks in Paris;BARBARA TAYLOR BRADFORD
0373292945;The Wedding Knight;Joanne Rock
1568842406;WindowsÂ¨ 95 For DummiesÂ¨;Andy Rathbone
0399133186;Mortal Fear;Robin Cook
0066214122;Prey: A Novel;Michael Crichton
0684803135;Moral Compass : Stories for a Life's Journey;William J. Bennett
0451404300;The Dividing Line (Joshua Rabb Novels);Richard Parrish
0312192339;Incident at Twenty-Mile;Trevanian
0060802162;Hitler, a study in tyranny, (Perennial library, P216);Alan Bullock
0394744322;Waiting to Live: Spontaneous Song (Aventura);Mewa Ramgobin
0375507523;Bushwhacked : Life in George W. Bush's America;MOLLY IVINS
0140266909;Please Kill Me: The Uncensored Oral History of Punk;Legs McNeil
0836221192;Dilbert Fugitive From The Cubicle Police;Scott Adams
0446386405;How to Live Cat;Stephen Baker
0688088007;Grand Tours and Cook's Tours: A History of Leisure Travel, 1750-1915;Lynne Withey
0140444203;The Jewish War (Penguin Classics);Flavius Josephus
1878825003;The Decline and Fall of the American Empire (The Real Story Series);Gore Vidal
0070037485;Flaubert's Parrot;Julian Barnes
3499102277;Lachen, Liebe, NÃ?Â¤chte Sechs ErzÃ?Â¤hlungen.;Henry Miller
0872203948;The Peloponnesian War (Hackett Publishing);Thucydides
0385721404;Holy War: The Crusades and Their Impact on Today's World;Karen Armstrong
0375410597;Executioner's Current: Thomas Edison, George Westinghouse, and the Invention of the Electric Chair;Richard Moran
0440125081;FINAL DIAGNOSIS, THE;ARTHUR HAILEY
0446604275;Primary Colors: A Novel of Politics;Anonymous
0671501747;SALVADOR;Joan Didion
0805040900;The Twilight of Common Dreams: Why America Is Wracked by Culture Wars;Todd Gitlin
0465006930;The Bell Curve Wars: Race, Intelligence, and the Future of America;Steve Fraser
0670804541;Amusing Ourselves to Death: Public Discourse in the Age of Show Business;Neil Postman
0679741836;Molly Ivins Can't Say That, Can She?;Molly Ivins
068810391X;The Next Century;David Halberstam
0849912903;The End of the Age: A Novel;Pat Robertson
034531798X;Foundation (Foundation Novels (Paperback));Isaac Asimov
0812968379;Funny in Farsi : A Memoir of Growing Up Iranian in America;FIROOZEH DUMAS
0312961294;Snow in April;Rosamunde Pilcher
034545071X;Distant Shores;KRISTIN HANNAH
0451188470;The Love Letter;Cathleen Schine
006019541X;Blue Angel;Francine Prose
0446527696;The Edge of Town;Dorothy Garlock
0446609749;Getting Back;William Dietrich
0375502238;Blessings;ANNA QUINDLEN
0440202043;Shell Seekers;Rosamunde Pilcher
0345285557;The Elfstones of Shannara;Terry Brooks
0821723243;House of Illusions;Ruby Jensen
0312156499;Seeing Calvin Coolidge in a Dream : A Novel;John Derbyshire
0938077112;The Heart of Understanding: Commentaries on the Prajnaparamita Heart Sutra;Thich Nhat Hanh
0312975228;Boy in the Water;Stephen Dobyns
0590452037;Maniac Magee;Jerry Spinelli
0451183665;A Case of Need;Michael Crichton
0061097268;Unwanted Company;Barbara Seranella
0553111531;Darkness Peering;Alice Blanchard
0439137411;Pokemon the First Movie: Mewtwo Strikes Back (Pokemon Movie);Tracey West
0312155859;"Mary Queen of Scotland &amp; The Isles : A Novel";Margaret George
0380758377;Without Due Process;J.A. Jance
0345441761;Death Row;WILLIAM BERNHARDT
0399150897;Blow Fly: A Scarpetta Novel;Patricia Cornwell
0449911160;About Schmidt (Ballantine Reader's Circle);Louis Begley
0671868640;The Enchanted April;Elizabeth von Arnim
0553247379;The Mother Hunt (Rex Stout Library);Rex Stout
0061043508;Strong Poison;Dorothy L. Sayers
0811828964;The Bad Girl's Guide to Getting What You Want;Cameron Tuttle
0671624342;A Matter of Honor;Jeffrey Archer
0786890169;Black Water;T. Jefferson Parker
074322535X;Gap Creek: The Story of a Marriage;Robert Morgan
0399148728;Fire Ice: A Novel from the NUMA Files;Clive Cussler
0071349294;Great Eastern RV Trips: A Year-Round Guide to the Best Rving in the East;Janet  Groene
0312869061;Swell Foop (Xanth Novels (Hardcover));Piers Anthony
0812968212;Matchstick Men : A Novel About Grifters with Issues;ERIC GARCIA
0312264372;Robert Ludlum's the Hades Factor (Ludlum, Robert, Covert-One Novels.);Robert Ludlum
0684841185;Death du Jour;Kathy Reichs
0749005491;Chill Factor (Detective Inspector Charlie Priest Mystery);Stuart Pawson
0679463070;Casual Rex: A Novel;Eric Garcia
0399146865;Getting What You Want: The 7 Principles of Rational Living;Robert J. Ringer
0312873085;Elixir;Gary Braver
0875964249;A Lifetime of Sex: The Ultimate Manual on Sex, Women, and Relationships for Every Stage of a Man's Life;Stephen C. George
0028625757;The Complete Illustrated Guide to Everything Sold in Hardware Stores;Steve Ettlinger
0399146687;Perish Twice;Robert B. Parker
055380099X;"Last Puzzle &amp; Testament";Parnell Hall
0316693286;Pop Goes the Weasel;James Patterson
0670861944;Math Curse;Jon Scieszka
0399146237;Running Blind;Lee Child
0684842106;Terminal Event : A Novel;James S Thayer
0439164842;Eleanor: Crown Jewel of Aquitaine, France, 1136 (The Royal Diaries);Kristiana Gregory
0060174056;The Tennis Partner;A. Verghese
0373484887;Hidden Star (The Star Series);Nora Roberts
8466304592;El Cuento De LA Isla Desconocida;Jose Saramago
0099521016;Midnight In the Garden of Good and Evil;John Berendt
0750005815;The Whitby Witches (Whitby Series);Robin Jarvis
075001203X;A Warlock in Whitby (Whitby Series);Robin Jarvis
0330261878;Animals of Farthing Wood;DANN Colin
0140302395;Gobbolino the Witch's Cat (Young Puffin Books);Williams
0060086246;Last Chance Saloon;Marian Keyes
0451180429;The Quiet Game;Greg Iles
0373250126;Milkrun;Sarah Mlynowski
0060723890;The Other Man: A Love Story;Michael Bergin
0373250193;Loose Screws (Red Dress Ink (Paperback));Karen Templeton
0758204930;Life a la Mode;Linda Lenhoff
0451410947;Must Love Dogs;Claire Cook
038550926X;The Devil Wears Prada : A Novel;LAUREN WEISBERGER
0061010707;Men, Women and Relationships;John Gray
3462031112;Affenliebe. Die Geschichte eines langen Entzugs.;Silvana Klein
3499187809;Der Mann, der seine Frau mit einem Hut verwechselte. ( sachbuch).;Oliver Sacks
3446203966;Das Leiden anderer betrachten.;Susan Sontag
3442727367;Katalog von Allem. 1111 Nummern aus 31 Jahren.;Peter K. Wehrli
3216303217;Cramer: ErzÃ¤hlung;Fritz Krenn
3442444020;Denn sie betrÃ?Â¼gt man nicht.;Elizabeth George
3257229364;Endstation Venedig. Commissario Brunettis zweiter Fall.;Donna Leon
349961118X;Minusgrade - Auf der Suche nach dem absoluten Nullpunkt. Eine Chronik der KÃ?Â¤lte.;Tom Shachtman
3795116074;WÃ?Â¼stenblume.;Waris Dirie
3499232103;Lobrede auf das fehlende Teil.;Antoine Bello
0552998001;Blackberry Wine;Joanne Harris
3499114178;Gammler, Zen und Hohe Berge.;Jack Kerouac
3442439736;Die Schandmaske.;Minette Walters
3442350484;Die eiserne Kaiserin. Ein Richter- Di- Roman.;Eleanor Cooney
0671004530;On the Street Where You Live;Mary Higgins Clark
3421056056;Rosa: Roman;Heike Geissler
3442720141;Der Buchtrinker.;Klaas Huizing
325722575X;Der Hahn ist tot. Roman.;Ingrid Noll
3442413338;Lauf, Jane, lauf. Roman.;Joy Fielding
3499129728;Karussell des Lebens. Roman.;Rosamunde Pilcher
3442435366;Die Tote Ohne Namen;Patricia Cornwell
3442441382;Ein Fall fÃ?Â¼r Kay Scarpetta.;Patricia Cornwell
3499613638;Ein Blick zurÃ?Â¼ck, ein Schritt nach vorn.;Gregor Gysi
3499134411;Stadtgeschichten Band 1;Armistead Maupin
3257224303;Gibt's ein Baby, das nicht schreit? Roman.;Celia Fremlin
3462025864;Fever Pitch. Ballfieber - Die Geschichte eines Fans.;Nick Hornby
0811811654;Taxi Driver Wisdom;Risa Mickenberg
0440226414;Fortune's Hand;Belva Plain
0060233532;David and Della: A Novel;Paul Zindel
0060959037;Prodigal Summer: A Novel;Barbara Kingsolver
055327886X;Rubyfruit Jungle;Rita Mae Brown
0805036377;M Is for Malice (Kinsey Millhone Mysteries (Hardcover));Sue Grafton
0688156134;"Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover))";Faye Kellerman
0374232415;Pictures of a Childhood: Sixty-Six Watercolors and an Essay;Alice Millers
014028009X;Bridget Jones's Diary;Helen Fielding
0060697024;Gifts of the Spirit : Living the Wisdom of the Great Religious Traditions;Philip Zaleski
0140254587;Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia;Dennis Covington
